AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,SALE_COND,PARKING_FACIL,PRICE
Kodambakkam,1001,731,3,1,Normal Sale,Yes,7400000
T Nagar,1321,90,2,2,Normal Sale,NO,9900000
Velacherry,1049,1000,2,1,Partial,NO,5800000
Porur,817,70,1,1,Normal Sale,Yes,4600000
Adyar,1612,0,3,4,Normal Sale,Yes,15000000
Thiruvanmiyur,1264,163,2,1,Normal Sale,Yes,9600000
Mylapore,1431,173,4,3,Normal Sale,Yes,14300000
T Nagar,1518,480,3,3,Normal Sale,NO,12100000
Saidapet,1158,74,3,2,Normal Sale,Yes,8600000
Velacherry,1332,209,2,1,Abnormal,Yes,7100000
Mylapore,1329,164,3,2,Normal Sale,NO,12000000
Besant Nagar,1359,21,2,2,Partial,NO,9100000
T Nagar,1523,651,3,4,Normal Sale,NO,11900000
Chetpet,1666,24,4,4,Family,NO,11700000
Mylapore,1184,3,2,1,Normal Sale,Yes,9600000
Tambaram,1016,17,2,1,Normal Sale,Yes,5300000
Velacherry,1065,592,3,2,Normal Sale,Yes,7200000
Avadi,834,307,2,2,Normal Sale,NO,3300000
T Nagar,1325,98,3,1,Abnormal,NO,9100000
Thiruvanmiyur,1489,664,3,3,Normal Sale,Yes,10700000
Chetpet,1609,248,4,4,Abnormal,Yes,11900000
OMR,1439,32,3,2,Normal Sale,Yes,9600000
Adyar,1540,325,3,2,Family,Yes,12300000
Avadi,827,254,2,1,Normal Sale,Yes,3300000
Porur,1321,87,2,2,Normal Sale,Yes,7300000
Anna Nagar,1645,73,4,3,Normal Sale,Yes,16000000
Egmore,1331,50,2,2,Partial,Yes,9000000
Chromepet,1155,245,3,2,Family,NO,5300000
Anna Nagar,1687,220,4,2,Normal Sale,Yes,16000000
Tambaram,799,179,1,1,Normal Sale,Yes,3600000
Thiruvanmiyur,1203,88,3,2,Normal Sale,NO,9900000
Adyar,1852,27,4,3,Normal Sale,Yes,18100000
Chromepet,1030,18,3,2,Normal Sale,Yes,6600000
Chromepet,1227,40,3,1,Normal Sale,NO,7500000
Thiruvanmiyur,1125,230,3,1,Normal Sale,Yes,9300000
Besant Nagar,1465,29,3,2,Normal Sale,NO,11500000
Nungambakkam,1617,64,3,2,Family,Yes,13600000
Saidapet,1176,171,3,1,Normal Sale,Yes,8500000
Egmore,1314,15,3,1,Normal Sale,Yes,9600000
Adyar,1667,570,3,4,Partial,Yes,14300000
Saidapet,1287,513,3,2,Normal Sale,NO,7700000
Thiruvanmiyur,1335,990,2,1,Abnormal,Yes,7600000
Porur,906,1000,2,2,Abnormal,Yes,4300000
Saidapet,1357,43,2,1,Normal Sale,Yes,8500000
Anna Nagar,1805,106,3,3,Partial,Yes,14400000
OMR,1228,292,2,2,Normal Sale,Yes,8000000
Thiruvanmiyur,1472,932,4,3,Partial,Yes,10200000
Mylapore,1415,391,3,4,Normal Sale,Yes,12100000
OMR,1299,77,3,1,Abnormal,NO,7400000
Guindy,1325,210,2,2,Partial,Yes,8600000
Besant Nagar,1522,313,3,3,Normal Sale,NO,11800000
Guindy,1435,310,4,2,Normal Sale,NO,11000000
Adyar,1861,197,3,4,Normal Sale,Yes,15800000
Mylapore,1556,179,4,3,Normal Sale,Yes,14300000
T Nagar,1333,159,3,1,Normal Sale,Yes,11400000
Egmore,1217,15,3,1,Family,Yes,8000000
Anna Nagar,1546,309,3,2,Normal Sale,Yes,14300000
Perambur,1013,65,3,1,Normal Sale,Yes,5500000
OMR,1446,975,3,2,Family,Yes,8800000
Avadi,918,5,2,2,Normal Sale,Yes,3900000
Adyar,2010,46,4,4,Normal Sale,NO,17700000
Mylapore,1348,43,3,2,Normal Sale,NO,11100000
Besant Nagar,1477,400,4,2,Normal Sale,Yes,14000000
Adyar,1645,476,3,2,Normal Sale,NO,14300000
Velacherry,1051,151,3,2,Partial,Yes,6700000
Porur,918,1,2,2,Partial,Yes,5100000
Tambaram,924,151,1,2,Partial,Yes,3600000
Thiruvanmiyur,1218,104,2,1,Abnormal,NO,7600000
Perambur,819,55,2,2,Normal Sale,Yes,4100000
Anna Nagar,1968,338,4,2,Normal Sale,Yes,17700000
Kodambakkam,1038,1000,2,1,Normal Sale,NO,6400000
Velacherry,1098,524,3,1,Normal Sale,Yes,7100000
T Nagar,1552,82,3,4,Normal Sale,Yes,14800000
OMR,1274,207,2,1,Abnormal,Yes,7300000
Anna Nagar,2121,50,4,4,Normal Sale,Yes,20200000
T Nagar,1465,38,4,3,Normal Sale,Yes,14500000
Porur,978,130,1,2,Normal Sale,NO,5300000
Kodambakkam,812,51,2,1,Normal Sale,Yes,5300000
Thiruvanmiyur,1254,78,3,1,Partial,NO,9100000
Chromepet,1098,85,3,2,Normal Sale,Yes,6600000
Adyar,1720,278,3,3,Partial,Yes,14300000
Besant Nagar,1409,22,4,3,Normal Sale,Yes,13900000
Velacherry,1122,3,2,1,Normal Sale,Yes,6900000
Chetpet,1145,175,3,2,Normal Sale,Yes,10200000
Egmore,1184,69,3,2,Normal Sale,NO,7900000
Anna Nagar,2054,18,3,3,Normal Sale,NO,18600000
Anna Nagar,2134,406,3,4,Normal Sale,Yes,19500000
Velacherry,864,115,2,1,Abnormal,Yes,4600000
Thiruvanmiyur,1426,29,3,2,Normal Sale,NO,10600000
T Nagar,1735,717,4,4,Normal Sale,Yes,16300000
Mylapore,1416,437,3,4,Normal Sale,Yes,11900000
Porur,1266,134,3,1,Normal Sale,NO,7500000
Chetpet,1702,215,3,4,Normal Sale,Yes,13800000
Perambur,948,24,2,2,Partial,Yes,4100000
Chetpet,1336,119,2,1,Partial,Yes,9100000
Adyar,1668,154,3,3,Normal Sale,Yes,15600000
Thiruvanmiyur,1003,173,3,1,Normal Sale,NO,7700000
Guindy,1108,445,3,1,Normal Sale,NO,7800000
Adyar,1731,411,4,3,Normal Sale,Yes,16100000
Besant Nagar,1446,149,4,3,Normal Sale,Yes,13400000
Tambaram,942,202,1,2,Normal Sale,Yes,4200000
Anna Nagar,1950,335,4,4,Partial,Yes,16300000
Velacherry,1135,156,2,1,Normal Sale,Yes,7500000
Velacherry,1309,68,2,2,Abnormal,Yes,7400000
Perambur,758,85,1,2,Normal Sale,NO,3100000
Nungambakkam,1628,132,3,3,Abnormal,Yes,12300000
Tambaram,994,280,2,2,Partial,Yes,4300000
Thiruvanmiyur,1464,1000,3,4,Normal Sale,NO,10800000
Egmore,1186,24,3,1,Abnormal,Yes,7300000
Tambaram,997,122,2,2,Normal Sale,Yes,5100000
Thiruvanmiyur,1223,195,3,2,Normal Sale,Yes,10400000
Tambaram,874,61,1,2,Abnormal,Yes,3100000
T Nagar,1422,302,3,2,Normal Sale,Yes,12900000
Porur,1066,8,3,2,Normal Sale,NO,6900000
Thiruvanmiyur,1176,773,3,1,Normal Sale,NO,8100000
Avadi,763,87,2,1,Normal Sale,NO,3300000
Nungambakkam,1329,815,3,2,Normal Sale,Yes,11900000
T Nagar,2081,398,3,3,Normal Sale,Yes,19600000
Thiruvanmiyur,1374,150,2,2,Normal Sale,NO,10000000
OMR,1480,151,4,4,Normal Sale,Yes,10700000
Mylapore,1468,68,4,2,Normal Sale,NO,13400000
Tambaram,1066,78,3,1,Normal Sale,Yes,5900000
Tambaram,866,90,1,1,Normal Sale,Yes,3600000
Chromepet,977,54,1,2,Normal Sale,NO,4400000
Perambur,888,114,1,2,Normal Sale,Yes,3900000
Anna Nagar,1670,232,4,2,Normal Sale,Yes,15400000
Avadi,696,545,2,1,Partial,Yes,2400000
Anna Nagar,1500,177,3,3,Partial,Yes,11500000
T Nagar,1280,199,3,2,Partial,Yes,11000000
Besant Nagar,1290,68,3,1,Normal Sale,Yes,10700000
Kodambakkam,1167,39,2,1,Normal Sale,Yes,8900000
Adyar,1817,114,3,4,Normal Sale,Yes,17300000
T Nagar,1947,1000,3,4,Partial,Yes,14600000
Besant Nagar,1303,691,2,2,Normal Sale,Yes,10500000
Anna Nagar,1596,217,4,2,Normal Sale,Yes,15400000
OMR,1332,781,2,1,Normal Sale,Yes,8000000
Thiruvanmiyur,1230,229,2,2,Normal Sale,Yes,8600000
Besant Nagar,1200,573,2,1,Partial,Yes,8800000
Kodambakkam,1012,368,3,2,Normal Sale,NO,6900000
Avadi,864,152,1,2,Normal Sale,Yes,3200000
T Nagar,1484,375,4,4,Normal Sale,Yes,14800000
Adyar,1603,799,4,3,Partial,Yes,14400000
Chromepet,1114,889,2,1,Normal Sale,Yes,5500000
Mylapore,1393,133,3,1,Normal Sale,Yes,12200000
Porur,924,247,2,2,Normal Sale,NO,5300000
Tambaram,929,16,1,2,Abnormal,Yes,3500000
Adyar,1636,156,3,2,Normal Sale,Yes,15200000
Besant Nagar,1337,236,3,1,Normal Sale,Yes,10700000
Chromepet,940,38,2,2,Normal Sale,Yes,4800000
Kodambakkam,1150,216,2,1,Normal Sale,Yes,7900000
Kodambakkam,1491,93,4,2,Normal Sale,NO,11100000
Anna Nagar,1616,25,3,2,Normal Sale,Yes,13600000
Nungambakkam,1364,39,3,2,Normal Sale,Yes,12400000
Kodambakkam,1146,259,2,1,Normal Sale,Yes,7400000
Thiruvanmiyur,1386,328,3,2,Normal Sale,Yes,11600000
Kodambakkam,785,334,2,1,Normal Sale,Yes,5400000
Thiruvanmiyur,1275,1000,3,1,Partial,Yes,8000000
Avadi,886,56,2,2,Normal Sale,NO,3700000
Velacherry,947,281,2,2,Normal Sale,Yes,5800000
T Nagar,1389,234,3,2,Normal Sale,Yes,12300000
Velacherry,1031,46,3,2,Partial,Yes,6700000
Anna Nagar,1533,3,4,4,Normal Sale,NO,15100000
Saidapet,1156,99,3,2,Normal Sale,Yes,7800000
OMR,1525,254,4,4,Normal Sale,NO,11400000
Perambur,1210,165,2,2,Partial,Yes,5500000
Avadi,837,46,1,1,Normal Sale,Yes,3300000
Anna Nagar,1789,83,4,2,Normal Sale,Yes,18600000
Adyar,1908,348,3,3,Normal Sale,Yes,18300000
Chetpet,1582,141,4,3,Normal Sale,NO,12800000
Anna Nagar,1809,254,3,4,Family,NO,14500000
Anna Nagar,1767,455,3,4,Normal Sale,Yes,14400000
Porur,1155,1000,2,2,Normal Sale,Yes,5800000
Nungambakkam,1254,162,2,1,Normal Sale,Yes,10500000
Nungambakkam,1299,504,2,2,Normal Sale,Yes,10900000
Nungambakkam,1516,593,4,4,Normal Sale,Yes,14400000
Adyar,1663,160,4,2,Normal Sale,NO,15100000
Thiruvanmiyur,1449,50,4,2,Normal Sale,NO,12500000
Avadi,822,91,2,1,Normal Sale,Yes,3200000
Nungambakkam,1646,86,3,3,Normal Sale,Yes,16400000
Thiruvanmiyur,1429,374,3,3,Abnormal,Yes,8800000
Besant Nagar,1419,522,3,3,Partial,Yes,11000000
Chetpet,1428,329,3,3,Normal Sale,Yes,11400000
Chetpet,1311,137,3,1,Normal Sale,Yes,11700000
Kodambakkam,1155,62,3,1,Partial,NO,8000000
Thiruvanmiyur,1220,36,3,1,Normal Sale,Yes,9700000
OMR,1465,327,3,3,Abnormal,NO,8100000
Nungambakkam,1205,12,3,2,Abnormal,Yes,9700000
Velacherry,962,74,2,2,Normal Sale,Yes,6700000
Avadi,795,229,2,2,Partial,Yes,3200000
Kodambakkam,1096,35,3,1,Abnormal,Yes,7200000
Perambur,892,137,2,2,Partial,Yes,4200000
Porur,1138,293,2,2,Normal Sale,Yes,6400000
Mylapore,1448,918,4,3,Normal Sale,Yes,12200000
OMR,1638,118,3,4,Normal Sale,Yes,10700000
Thiruvanmiyur,1243,60,2,1,Normal Sale,NO,9100000
Nungambakkam,1125,160,2,2,Normal Sale,Yes,9500000
Chetpet,1758,57,3,3,Partial,Yes,14000000
Egmore,1252,360,2,2,Abnormal,NO,6500000
T Nagar,1679,1000,3,3,Abnormal,NO,10500000
Porur,1192,222,3,2,Normal Sale,NO,6700000
Nungambakkam,986,78,1,1,Normal Sale,NO,7800000
Chetpet,1386,19,3,1,Normal Sale,Yes,12400000
Chromepet,858,124,2,2,Normal Sale,Yes,5000000
Porur,1195,196,2,1,Family,Yes,5800000
Kodambakkam,1014,111,2,2,Normal Sale,Yes,7200000
Egmore,1255,125,2,2,Partial,Yes,8200000
Kodambakkam,1048,319,3,1,Normal Sale,Yes,7400000
OMR,1680,44,3,3,Normal Sale,Yes,12000000
Porur,983,20,2,1,Normal Sale,Yes,6100000
Anna Nagar,1760,313,4,3,Normal Sale,Yes,15800000
Tambaram,843,77,2,2,Abnormal,Yes,3700000
Saidapet,1128,33,3,1,Normal Sale,Yes,8200000
OMR,1372,665,3,1,Normal Sale,Yes,9300000
Besant Nagar,1395,194,3,2,Abnormal,Yes,10300000
Nungambakkam,1106,355,2,2,Normal Sale,Yes,9000000
Guindy,1418,628,3,3,Normal Sale,Yes,11700000
Nungambakkam,1588,5,4,2,Normal Sale,Yes,15800000
Guindy,1511,299,3,4,Normal Sale,NO,11300000
Avadi,909,93,2,1,Partial,Yes,3600000
Tambaram,1066,242,3,2,Normal Sale,Yes,5300000
Guindy,1169,30,2,2,Normal Sale,Yes,8800000
Chromepet,952,234,1,1,Normal Sale,NO,4800000
Kodambakkam,1270,110,2,1,Normal Sale,Yes,8800000
Kodambakkam,1195,13,2,2,Normal Sale,NO,7700000
Thiruvanmiyur,1136,464,2,2,Normal Sale,Yes,8700000
Guindy,1335,957,2,2,Normal Sale,Yes,8900000
Velacherry,1031,110,3,2,Partial,NO,6600000
Guindy,1273,218,2,2,Partial,NO,8800000
Velacherry,1088,7,2,1,Normal Sale,Yes,6600000
Tambaram,933,90,1,1,Normal Sale,Yes,4000000
Nungambakkam,1554,324,4,3,Normal Sale,Yes,15100000
Tambaram,994,27,1,1,Abnormal,Yes,3900000
Thiruvanmiyur,1394,312,2,2,Partial,Yes,9700000
Chetpet,1278,275,3,1,Normal Sale,Yes,9900000
Kodambakkam,1016,124,2,1,Family,Yes,6200000
Thiruvanmiyur,1202,230,2,2,Normal Sale,Yes,8600000
Saidapet,963,49,1,1,Partial,NO,4800000
Chetpet,1776,25,4,4,Partial,NO,13400000
Perambur,954,58,1,2,Normal Sale,Yes,4000000
Nungambakkam,1611,481,3,3,Normal Sale,Yes,13400000
Chetpet,1659,78,3,2,Normal Sale,Yes,14600000
Thiruvanmiyur,1193,94,3,2,Partial,Yes,9500000
Velacherry,1272,4,2,2,Normal Sale,NO,7800000
Nungambakkam,1399,43,2,2,Normal Sale,Yes,12500000
Besant Nagar,1298,417,3,1,Normal Sale,NO,10600000
Avadi,855,64,2,2,Partial,NO,2900000
Anna Nagar,1744,295,3,2,Normal Sale,Yes,16000000
Chromepet,887,423,2,1,Abnormal,Yes,4100000
Chetpet,1444,153,4,3,Normal Sale,Yes,13300000
Chromepet,767,56,1,1,Normal Sale,Yes,4000000
OMR,1731,217,4,4,Abnormal,Yes,10700000
Velacherry,1192,398,3,2,Normal Sale,Yes,7900000
Saidapet,1115,785,2,1,Partial,NO,5800000
Perambur,1083,87,2,2,Normal Sale,NO,4900000
Tambaram,837,42,2,1,Normal Sale,NO,3700000
Guindy,1452,57,3,3,Normal Sale,Yes,11600000
Egmore,1387,61,2,1,Normal Sale,Yes,9300000
Chromepet,874,22,1,1,Normal Sale,Yes,4600000
Perambur,966,66,2,2,Normal Sale,NO,4600000
Egmore,1512,202,3,3,Normal Sale,NO,10200000
Egmore,1154,54,3,1,Partial,NO,7000000
Anna Nagar,1706,428,4,2,Partial,NO,14100000
T Nagar,1857,50,3,2,Normal Sale,Yes,16200000
Velacherry,996,18,2,1,Normal Sale,Yes,6500000
Tambaram,1002,54,3,1,Partial,Yes,5000000
OMR,1421,8,3,2,Normal Sale,Yes,10600000
Besant Nagar,1256,166,3,2,Normal Sale,Yes,10500000
Nungambakkam,1149,53,2,2,Abnormal,Yes,8700000
Velacherry,1226,783,2,2,Normal Sale,NO,7200000
Adyar,1301,213,2,1,Normal Sale,Yes,10500000
Adyar,1939,344,3,2,Normal Sale,Yes,16700000
T Nagar,1509,180,4,2,Normal Sale,Yes,14500000
Chetpet,1092,294,2,2,Normal Sale,Yes,8000000
Avadi,856,157,2,2,Normal Sale,NO,3300000
Chetpet,1375,521,2,2,Normal Sale,Yes,10900000
Besant Nagar,1187,87,2,2,Normal Sale,Yes,9800000
Besant Nagar,1352,46,2,2,Normal Sale,Yes,10300000
Kodambakkam,1323,545,3,2,Abnormal,Yes,7600000
T Nagar,1595,4,4,3,Normal Sale,Yes,16000000
T Nagar,1508,169,3,4,Normal Sale,Yes,14700000
Besant Nagar,1346,150,2,1,Normal Sale,NO,10100000
Mylapore,1403,178,3,2,Normal Sale,Yes,12900000
Perambur,726,298,1,1,Normal Sale,Yes,3100000
Tambaram,1121,28,2,2,Normal Sale,Yes,5100000
Nungambakkam,1274,49,2,2,Abnormal,NO,9500000
Chromepet,828,110,2,1,Abnormal,Yes,4000000
Velacherry,1118,31,2,2,Normal Sale,Yes,7100000
Chromepet,1268,16,2,2,Normal Sale,Yes,6600000
Guindy,1375,53,2,2,Normal Sale,Yes,11100000
Mylapore,1394,143,3,2,Normal Sale,Yes,11900000
Kodambakkam,1092,345,2,1,Normal Sale,Yes,7200000
OMR,1233,1000,3,1,Normal Sale,Yes,7500000
Guindy,956,547,2,2,Normal Sale,NO,6800000
Guindy,1329,145,2,2,Normal Sale,Yes,10500000
Tambaram,973,195,2,2,Normal Sale,Yes,4500000
Kodambakkam,866,45,1,2,Normal Sale,Yes,5600000
Chromepet,1067,421,3,1,Normal Sale,NO,6100000
Chromepet,970,43,2,2,Abnormal,Yes,4500000
OMR,1559,178,3,2,Normal Sale,Yes,11400000
Chetpet,1235,59,2,1,Normal Sale,Yes,10000000
Chetpet,1536,41,3,2,Normal Sale,Yes,12500000
Adyar,1478,188,3,4,Normal Sale,Yes,13800000
Nungambakkam,1519,65,4,2,Normal Sale,Yes,14400000
Saidapet,1191,281,3,1,Partial,Yes,7700000
Perambur,813,132,2,2,Normal Sale,Yes,4100000
Tambaram,782,69,2,2,Normal Sale,Yes,3800000
Porur,1344,591,3,1,Normal Sale,Yes,8700000
Kodambakkam,1124,102,3,1,Normal Sale,Yes,9200000
Anna Nagar,1861,978,4,3,Normal Sale,Yes,15700000
Mylapore,1297,65,3,1,Partial,Yes,11100000
Nungambakkam,1234,80,3,2,Normal Sale,Yes,12300000
Guindy,1369,32,2,2,Normal Sale,NO,9600000
OMR,1044,310,3,1,Normal Sale,NO,7000000
Velacherry,1054,205,3,1,Normal Sale,NO,6900000
Anna Nagar,2227,209,4,2,Normal Sale,NO,20200000
Chetpet,1794,138,4,2,Normal Sale,Yes,16300000
Tambaram,893,118,2,1,Abnormal,Yes,3500000
Mylapore,1533,210,3,4,Partial,Yes,12700000
T Nagar,1579,34,4,2,Normal Sale,Yes,14600000
Egmore,1242,48,2,2,Normal Sale,Yes,8500000
Besant Nagar,1473,296,4,4,Family,NO,11900000
Egmore,1111,963,2,2,Partial,Yes,5900000
Chetpet,2004,62,3,2,Normal Sale,Yes,18100000
Mylapore,1308,210,3,1,Normal Sale,Yes,12300000
OMR,1271,279,2,2,Normal Sale,Yes,7600000
T Nagar,1767,160,3,3,Normal Sale,Yes,15400000
Porur,978,2,1,1,Partial,Yes,4800000
Thiruvanmiyur,1410,1000,4,4,Abnormal,Yes,9400000
Porur,1273,80,3,1,Normal Sale,Yes,8500000
Anna Nagar,1845,377,3,3,Family,Yes,13900000
Avadi,728,150,2,2,Abnormal,Yes,2700000
Avadi,735,246,1,2,Abnormal,NO,2100000
Velacherry,1122,149,2,1,Family,Yes,6000000
OMR,1631,59,4,4,Abnormal,Yes,10200000
Adyar,1484,647,4,3,Normal Sale,Yes,14200000
Porur,1035,208,2,2,Normal Sale,Yes,6000000
Porur,1032,121,3,1,Normal Sale,Yes,6300000
Nungambakkam,1302,127,2,1,Normal Sale,Yes,10800000
Besant Nagar,1283,229,3,1,Normal Sale,Yes,10900000
Avadi,811,303,1,1,Family,Yes,2800000
Besant Nagar,1133,12,2,2,Normal Sale,Yes,8600000
Avadi,790,211,1,1,Abnormal,Yes,2400000
OMR,1686,35,3,3,Partial,NO,10800000
Nungambakkam,1695,161,3,2,Normal Sale,NO,13600000
Kodambakkam,1192,34,2,2,Normal Sale,NO,7500000
Saidapet,1081,313,3,1,Normal Sale,Yes,7500000
Chetpet,1493,229,3,2,Normal Sale,Yes,11500000
Mylapore,1731,230,3,2,Normal Sale,NO,14600000
Porur,966,199,1,2,Normal Sale,Yes,4800000
Saidapet,1033,179,2,2,Normal Sale,Yes,6900000
Velacherry,1196,102,2,1,Normal Sale,Yes,7700000
Velacherry,1182,7,2,1,Normal Sale,Yes,7900000
Nungambakkam,1381,333,2,1,Abnormal,NO,9900000
Saidapet,1067,26,2,2,Normal Sale,Yes,7100000
T Nagar,1444,230,4,3,Normal Sale,Yes,15000000
Egmore,1072,137,3,1,Normal Sale,Yes,8200000
T Nagar,1778,56,4,4,Normal Sale,Yes,16800000
Velacherry,1297,84,2,1,Normal Sale,Yes,9000000
Guindy,1365,515,2,1,Family,Yes,9000000
Thiruvanmiyur,1189,196,2,2,Abnormal,Yes,8000000
Kodambakkam,1373,463,3,2,Normal Sale,NO,9800000
OMR,1442,484,4,4,Normal Sale,Yes,11300000
Saidapet,1257,116,2,1,Normal Sale,Yes,7700000
Kodambakkam,1049,78,2,2,Normal Sale,NO,7100000
Velacherry,1226,535,3,2,Abnormal,Yes,6700000
Besant Nagar,1390,221,2,2,Abnormal,Yes,8800000
OMR,1286,105,3,2,Normal Sale,Yes,8800000
Tambaram,925,773,1,2,Normal Sale,Yes,3700000
Avadi,901,82,2,2,Normal Sale,Yes,3800000
Besant Nagar,1476,162,4,4,Partial,NO,11900000
Nungambakkam,1505,44,3,4,Normal Sale,Yes,14400000
Velacherry,1308,133,2,2,Family,Yes,8000000
Mylapore,1544,14,4,2,Family,Yes,13300000
Mylapore,1420,183,3,3,Normal Sale,NO,12900000
Chetpet,1140,155,2,2,Partial,NO,8100000
Avadi,855,104,1,2,Normal Sale,NO,3200000
Avadi,773,57,2,1,Normal Sale,Yes,3300000
Nungambakkam,1166,6,2,1,Normal Sale,NO,9900000
Avadi,686,126,1,2,Normal Sale,Yes,2600000
Adyar,1807,84,4,4,Normal Sale,Yes,19000000
Guindy,1054,611,3,1,Normal Sale,Yes,8400000
Chetpet,1471,39,4,4,Abnormal,Yes,11100000
Saidapet,1090,143,3,2,Normal Sale,Yes,7400000
OMR,1398,233,2,2,Normal Sale,Yes,9400000
OMR,1164,24,2,2,Partial,Yes,7600000
Kodambakkam,1107,286,2,2,Abnormal,Yes,6600000
Chromepet,1129,173,2,1,Normal Sale,Yes,5900000
Egmore,1160,151,3,2,Normal Sale,Yes,9000000
Porur,1075,770,2,2,Abnormal,Yes,4900000
Perambur,1053,116,3,1,Normal Sale,Yes,5900000
Mylapore,1525,11,3,4,Normal Sale,Yes,13200000
Besant Nagar,1445,531,3,2,Normal Sale,NO,12200000
T Nagar,1597,322,4,2,Normal Sale,Yes,16200000
Avadi,759,96,1,2,Normal Sale,Yes,2700000
Nungambakkam,1300,128,2,1,Partial,Yes,10300000
Anna Nagar,2216,72,3,2,Abnormal,Yes,17400000
Saidapet,1412,130,4,4,Normal Sale,Yes,10200000
Anna Nagar,1709,459,4,4,Normal Sale,NO,14300000
Anna Nagar,1566,40,4,2,Normal Sale,Yes,16500000
Besant Nagar,1269,278,2,1,Normal Sale,Yes,9400000
Velacherry,1537,95,3,2,Normal Sale,Yes,10900000
Mylapore,1701,553,4,2,Normal Sale,Yes,16400000
Velacherry,1204,577,2,2,Family,Yes,6400000
Saidapet,1145,50,3,1,Normal Sale,Yes,8500000
Adyar,1524,79,3,2,Normal Sale,Yes,14400000
OMR,1401,12,3,3,Partial,Yes,8700000
Egmore,1419,560,3,2,Normal Sale,Yes,10100000
Anna Nagar,1736,333,3,4,Normal Sale,Yes,15000000
Perambur,891,144,2,2,Normal Sale,Yes,4400000
Mylapore,1066,19,2,1,Normal Sale,Yes,8300000
Egmore,1342,384,3,2,Partial,Yes,9300000
Mylapore,1483,679,3,3,Partial,NO,11600000
Egmore,1422,90,4,2,Normal Sale,Yes,11800000
T Nagar,1417,161,3,4,Partial,Yes,11800000
Nungambakkam,1710,412,4,2,Abnormal,Yes,13200000
Kodambakkam,1190,381,2,2,Normal Sale,Yes,7600000
Avadi,741,774,2,2,Normal Sale,Yes,2700000
Chromepet,1053,547,3,2,Normal Sale,Yes,6300000
Kodambakkam,1257,45,2,1,Normal Sale,NO,7800000
Perambur,1088,4,2,1,Normal Sale,Yes,5500000
Velacherry,1098,140,3,1,Normal Sale,Yes,7400000
Chetpet,1166,326,3,2,Normal Sale,NO,9400000
Perambur,1059,582,3,1,Normal Sale,Yes,5200000
Anna Nagar,1706,40,3,4,Normal Sale,Yes,15100000
Adyar,1723,405,3,4,Normal Sale,Yes,14600000
Anna Nagar,1594,483,4,3,Normal Sale,Yes,14400000
T Nagar,1760,255,3,2,Normal Sale,Yes,15600000
Saidapet,1090,443,3,1,Abnormal,Yes,6500000
Adyar,1458,1000,3,2,Normal Sale,NO,11600000
Kodambakkam,1071,137,2,2,Normal Sale,Yes,7300000
T Nagar,2037,214,4,2,Normal Sale,Yes,18600000
Chromepet,1102,49,2,1,Normal Sale,Yes,6000000
Chromepet,961,415,2,1,Normal Sale,Yes,4900000
Besant Nagar,1439,477,3,3,Normal Sale,Yes,11500000
Perambur,949,37,1,1,Normal Sale,Yes,4600000
Avadi,922,34,1,1,Normal Sale,Yes,3700000
Adyar,1628,486,3,3,Abnormal,Yes,11200000
Guindy,1646,45,3,2,Normal Sale,Yes,13800000
Mylapore,1563,253,3,3,Normal Sale,Yes,14000000
Avadi,659,1000,2,1,Family,Yes,2100000
Tambaram,997,80,1,2,Normal Sale,Yes,4200000
Chromepet,958,179,2,1,Normal Sale,Yes,5100000
Chetpet,1328,1,3,2,Normal Sale,Yes,11800000
Chetpet,1377,468,2,2,Normal Sale,Yes,11000000
Chromepet,1202,93,2,1,Normal Sale,Yes,7100000
Egmore,948,1000,1,2,Normal Sale,Yes,5500000
Anna Nagar,1631,237,4,4,Partial,NO,13700000
T Nagar,1496,561,3,4,Partial,Yes,11000000
Adyar,1529,417,4,2,Abnormal,NO,11300000
Besant Nagar,1330,100,3,2,Normal Sale,Yes,12300000
Besant Nagar,1284,683,2,2,Normal Sale,Yes,10200000
Porur,1092,202,3,1,Normal Sale,Yes,6500000
Kodambakkam,1374,486,2,1,Normal Sale,NO,9000000
Thiruvanmiyur,1245,23,3,2,Normal Sale,NO,9900000
Saidapet,1113,15,2,2,Normal Sale,Yes,6900000
Kodambakkam,1092,463,2,2,Partial,NO,6300000
Guindy,931,139,2,1,Family,Yes,5800000
OMR,1341,185,2,1,Normal Sale,Yes,8900000
Nungambakkam,1610,36,4,4,Normal Sale,Yes,16100000
Velacherry,1382,37,3,2,Normal Sale,Yes,9500000
Egmore,1306,688,2,1,Normal Sale,Yes,8800000
Velacherry,1400,21,4,3,Normal Sale,Yes,10300000
Tambaram,1002,482,3,2,Partial,Yes,4300000
Mylapore,1534,18,3,2,Normal Sale,Yes,14600000
Tambaram,840,113,2,1,Normal Sale,Yes,4300000
Mylapore,1603,809,3,2,Normal Sale,Yes,13000000
Saidapet,854,162,2,1,Normal Sale,Yes,5600000
Besant Nagar,1354,63,2,2,Partial,Yes,10600000
Chetpet,1243,30,3,2,Abnormal,NO,8800000
Kodambakkam,1314,290,2,2,Normal Sale,Yes,8800000
Perambur,986,25,2,2,Normal Sale,Yes,5100000
OMR,1566,197,3,2,Normal Sale,Yes,10500000
OMR,1166,1000,3,2,Normal Sale,Yes,7800000
Nungambakkam,1219,344,2,2,Partial,Yes,10100000
Chetpet,1617,39,3,3,Normal Sale,NO,13800000
